amazon_elasticities_summary;;;;;;;;;;;;;;;;;;;;;;
channel;level_type;level_value;n_obs;n_price_points;price_cv;orders_cv;price_min;price_max;price_avg;orders_avg;orders_std;revenue_avg;price_elasticity;elasticity_pval;elasticity_r2;expected_change_+5pct_sales_pct;expected_change_-5pct_sales_pct;expected_change_+1pct_sales_pct;expected_change_-1pct_sales_pct;is_price_driver;non_price_elastic_reason;last_update
Amazon;overall;All;378624;55129;1.1892884197551425;2.485499236227223;0.539615385;814.01;38.91643521249225;10.85152288286004;26.971451837250864;331.27985980829885;-0.2300718071609515;0.0;0.02618696640916307;-1.1162473302955611;1.1871049126820132;-0.2286672174004023;0.23149743572958847;FALSE;Poor model fit;2025-10-16
Amazon;cmmf;1110020257;268;98;0.05027094149123935;0.6176347228533008;24.55;34.98;28.093695236082088;6.406716417910448;3.957010519175811;179.88429104361938;0.34763418036039995;0.6659045087972703;0.000701937425229282;1.7105785363920045;-1.7673265409581473;0.3465064614823099;-0.3487743908840768;FALSE;Not statistically significant;2025-10-16
Amazon;cmmf;1110030316;31;28;0.17223642941285736;0.35356113877465767;16.59;31.92;23.968870967741935;1.2580645161290323;0.4448027229745693;29.968387096774194;-0.16127931367445042;0.6282259557971533;0.008192060959751557;-0.7837965882139142;0.830685938527731;-0.16034955558773545;0.16222256553930503;FALSE;Not statistically significant;2025-10-16
Amazon;cmmf;1110030933;41;4;0.038437545544870076;0.8137577071234272;51.25;58.82;52.438780487804884;2.341463414634146;1.9053838996060735;121.68073170731707;-5.888998113121207;0.02848646533186375;0.11715534314900322;-24.973228644165967;35.26506527146691;-5.691369577505723;6.097299709326709;TRUE;;2025-10-16
Amazon;cmmf;1110031415;90;16;0.0904534430597976;1.0384159704017535;25.46;45.02;29.040848484888883;1.5555555555555556;1.6153137317360609;44.612777778222224;-0.41090537139008476;0.537011822070936;0.004345947965820884;-1.9848512839349741;2.130037234380522;-0.40802972682011385;0.4138276100986049;FALSE;Not statistically significant;2025-10-16
Amazon;cmmf;1110031416;64;19;0.11758897805049282;0.557657184542019;27.72;38.87;31.612812499999997;1.421875;0.7929188092706833;44.51859375;-0.3401783785905469;0.4540408491813499;0.0090727825350575;-1.6460381643891075;1.7601990543150148;-0.3379165142898044;0.34247580835724545;FALSE;Not statistically significant;2025-10-16
Amazon;cmmf;1110031569;164;25;0.16811420511975123;0.8341176237805781;21.0;42.46;26.576002395487805;3.1951219512195124;2.665107529640384;80.1482926830488;-2.043873303465873;2.7741404285764107e-09;0.1965073049484567;-9.491001928262033;11.052957377856586;-2.013180924352953;2.075404414222981;TRUE;;2025-10-16
Amazon;cmmf;1110031570;213;73;0.15535672229329928;0.9701637718749895;20.58;49.2;29.78891168877934;4.483568075117371;4.349795315214155;124.47469483638498;-2.538128415415543;6.423587528759815e-16;0.26670435260092196;-11.647500971552372;13.90436057870561;-2.4938972349643262;2.5837182888754695;TRUE;;2025-10-16
Amazon;cmmf;1110031646;10;8;0.1413099258884898;0.28747978728803447;48.09;70.15;59.67100000000001;1.1;0.31622776601683794;65.46900000000001;;;;;;;;FALSE;Insufficient variation (price and/or orders);2025-10-16
Amazon;cmmf;1110031650;174;24;0.08804595441430114;0.6451232694659489;33.61;56.62;39.50580309252873;1.9137931034482758;1.2346324639779367;75.12729885068967;-0.7046883273452339;0.14658054376179838;0.012213228766467465;-3.3797519102104823;3.6806987236593036;-0.6987356118510202;0.7107493546676613;FALSE;Not statistically significant;2025-10-16
Amazon;cmmf;1500192359;3;2;0.00047427459133867486;0.0;24.34;24.36;24.346666666666664;1.0;0.0;24.346666666666664;;;;;;;;FALSE;Insufficient variation (price and/or orders);2025-10-16
Amazon;cmmf;1500578142;238;62;0.054839626448415044;0.6869918997533453;64.76857143;84.03;77.08764488722687;10.180672268907562;6.994039382783007;767.1229831933613;-5.6141454312023775;2.828907570015695e-16;0.247340488005252;-23.960335251375774;33.37146436942433;-5.433094236049108;5.80462500820671;TRUE;;2025-10-16
Amazon;cmmf;1500636000;1;1;;;40.47;40.47;40.47;1.0;0.0;40.47;;;;;;;;FALSE;Insufficient variation (price and/or orders);2025-10-16
Amazon;cmmf;1500636245;152;77;0.04298435644246559;0.6213341088975851;98.98736842;117.56;106.57755725999999;8.526315789473685;5.297690823232042;899.6107236748683;-6.2486558792049;8.296208904970408e-06;0.12444128531690446;-26.278296532148204;37.783599048206675;-6.0282699768823385;6.481501604346862;TRUE;;2025-10-16
Amazon;cmmf;1500636328;8;6;0.08685788601530221;0.3142696805273545;36.76;45.67;40.70125;1.125;0.3535533905932738;45.29625;;;;;;;;FALSE;Insufficient variation (price and/or orders);2025-10-16
